Id,SalePrice
1461,165812.627429191
1462,168087.479794237
1463,167025.767147962
1464,166747.377410055
1465,168610.475608688
1466,166803.624552109
1467,167136.384887805
1468,166728.216250928
1469,165642.839414814
1470,167019.814811731
1471,166285.384264353
1472,166431.00537983
1473,166195.161741871
1474,166131.985261936
1475,166379.339454479
1476,167985.228588487
1477,167139.784820187
1478,167067.863225197
1479,166953.115644723
1480,166629.46845985
1481,166885.802851394
1482,168096.862053797
1483,166321.831038285
1484,167025.688800657
1485,165950.819554638
1486,166170.310811322
1487,167592.345240573
1488,166412.44310204
1489,166483.987147343
1490,165764.682362562
1491,167366.752103429
1492,167720.175596283
1493,164894.922737519
1494,168312.106532916
1495,167211.821668509
1496,166707.016714607
1497,166704.296404396
1498,166638.36683223
1499,165435.08344737
1500,165612.083912229
1501,166251.148436767
1502,166134.762177155
1503,166137.757760883
1504,166909.847955706
1505,166200.229617793
1506,166184.022507407
1507,167196.553403757
1508,166157.24470248
1509,167039.528110485
1510,166304.372807118
1511,166673.66191351
1512,166222.58556407
1513,166524.036156508
1514,168209.328500801
1515,168005.177956875
1516,166795.671434628
1517,166443.912848142
1518,166588.417094754
1519,167203.306375018
1520,165915.954568408
1521,166231.51639364
1522,166170.78236966
1523,167426.207971812
1524,166381.210488453
1525,166337.615993069
1526,166536.707037215
1527,165436.328298454
1528,166608.938183373
1529,165572.293070149
1530,164576.206774835
1531,166298.152342253
1532,164923.837758096
1533,166005.984614992
1534,166590.109739206
1535,167397.156832541
1536,167109.913396355
1537,165111.769389381
1538,167723.964629772
1539,166145.72082238
1540,167412.251281834
1541,166761.36446073
1542,167449.878639938
1543,168443.279152419
1544,166083.746251874
1545,165384.052403416
1546,169201.151504097
1547,165949.094114341
1548,165004.090182009
1549,165318.819207773
1550,169245.381937173
1551,166967.483943927
1552,166069.937038278
1553,165982.318929607
1554,166319.40943119
1555,165889.73566198
1556,165012.884425454
1557,166736.819822595
1558,169460.755099303
1559,165116.757863528
1560,168101.942384934
1561,167719.247183331
1562,166780.101631374
1563,166268.870400723
1564,166859.563735929
1565,166825.03452822
1566,166685.076374868
1567,164457.389147463
1568,167597.247863019
1569,167169.308947085
1570,165606.184944273
1571,169244.908092921
1572,166167.986276237
1573,165314.167417343
1574,164914.406679651
1575,165900.271656176
1576,165907.632602733
1577,166269.295953013
1578,165079.485255869
1579,167694.334732548
1580,167355.627107995
1581,165004.79408381
1582,167130.518588535
1583,166448.960768521
1584,167077.743116495
1585,166773.955459618
1586,165744.14557713
1587,166550.580284118
1588,165755.112900897
1589,166399.691158663
1590,168481.091342025
1591,166993.908171933
1592,169249.132302252
1593,166162.83241664
1594,166590.498626937
1595,164959.738050412
1596,166873.199277045
1597,168074.275864242
1598,166063.675085812
1599,166830.459775617
1600,167583.239173442
1601,165264.756806895
1602,168460.938325574
1603,165098.847867701
1604,167467.449857046
1605,166909.733961228
1606,167764.750594562
1607,167129.92112711
1608,166324.246810067
1609,166410.590674091
1610,166372.529430548
1611,166938.006853038
1612,166582.342915316
1613,166398.920704277
1614,164742.186956609
1615,165906.468925241
1616,166666.568638436
1617,167005.685592642
1618,167538.450027478
1619,166138.64551587
1620,166522.77279183
1621,167471.949796834
1622,166403.273645159
1623,164799.315895779
1624,167494.363489025
1625,166240.533608276
1626,168560.530690732
1627,167450.09038278
1628,164758.380878298
1629,166364.5612965
1630,167676.712200214
1631,167117.216973549
1632,167556.936586088
1633,166091.062062449
1634,166651.809545975
1635,166526.628593632
1636,166030.307972185
1637,165748.173735645
1638,167044.608047732
1639,168574.091321587
1640,166711.215684537
1641,167438.233704923
1642,167243.205054908
1643,167250.953372706
1644,166255.208484325
1645,165292.150239913
1646,166754.665033645
1647,167270.146134971
1648,166005.011707441
1649,166512.70010456
1650,167038.040918201
1651,167415.495716004
1652,166278.744587831
1653,165360.804473938
1654,166829.312969483
1655,165075.599547858
1656,166106.949942672
1657,167009.333627554
1658,166907.898352811
1659,167957.34267784
1660,166919.180188194
1661,167094.694295662
1662,167097.479313852
1663,167517.305139538
1664,166620.049649429
1665,167522.304495715
1666,166313.465174471
1667,166783.981604938
1668,167752.071018946
1669,167009.18567567
1670,167122.065218055
1671,167561.307908149
1672,167185.970152554
1673,166367.080090006
1674,167372.062391392
1675,168092.366256309
1676,166532.87856891
1677,167834.436148538
1678,166560.988104964
1679,166345.368106163
1680,167896.406471137
1681,168220.144130944
1682,166231.422020447
1683,167871.407838769
1684,167231.60105218
1685,166631.045313729
1686,166939.018935032
1687,166364.931443619
1688,166223.653165971
1689,167652.156574388
1690,166648.759732869
1691,166869.157570232
1692,165872.63520767
1693,166186.827248311
1694,166397.500227578
1695,166209.725909492
1696,166766.397086469
1697,166261.095988201
1698,166507.465537188
1699,165935.400712638
1700,166949.808018985
1701,166996.469209498
1702,167644.976365921
1703,166644.719517565
1704,166637.254791372
1705,166800.739121334
1706,166078.360014069
1707,166378.268275701
1708,166487.787678693
1709,166587.158733242
1710,166289.384527199
1711,167061.169470565
1712,166296.006894197
1713,166082.911246764
1714,165587.5765985
1715,166641.485933517
1716,167236.440148357
1717,167020.9342476
1718,167184.399339633
1719,165805.187657969
1720,165555.585573159
1721,167575.589946468
1722,167265.404823751
1723,166807.825945799
1724,166404.77994817
1725,166684.910041852
1726,166479.529498749
1727,167553.249632309
1728,169027.545288411
1729,166619.33801299
1730,166499.845307734
1731,167698.493370136
1732,165581.096535795
1733,165985.790732228
1734,165963.788581514
1735,165960.201663449
1736,166999.703892087
1737,165430.731080137
1738,165928.559733586
1739,163720.728314017
1740,167015.412676622
1741,166900.12517438
1742,166184.480804039
1743,166358.298671223
1744,165326.931239787
1745,168887.245226618
1746,167309.399406994
1747,167071.458907163
1748,166983.899341512
1749,166488.656850188
1750,166662.403802789
1751,167174.778233725
1752,166182.342392763
1753,166450.197559383
1754,167687.305424867
1755,166636.099079313
1756,166219.371031756
1757,166242.856557866
1758,166346.911832228
1759,165908.808991396
1760,166963.406519798
1761,168800.033867908
1762,166949.062420126
1763,166525.095987989
1764,166279.671475719
1765,166639.026261185
1766,166025.373747097
1767,166008.728224813
1768,166594.727943544
1769,166570.144773223
1770,166042.61236038
1771,165354.389090215
1772,166255.269666496
1773,165269.794059487
1774,166559.52909399
1775,166375.975614485
1776,166584.058320914
1777,167089.749775566
1778,165916.468667146
1779,167245.764804302
1780,168562.209396557
1781,165953.52079824
1782,167280.127744477
1783,167747.560551779
1784,166179.747871717
1785,164670.969573527
1786,165480.776607123
1787,167940.126505897
1788,167313.422514494
1789,165000.738369907
1790,167679.700669166
1791,166579.124256926
1792,165844.748058651
1793,165519.014517236
1794,167377.254158378
1795,168357.470347354
1796,165406.827553018
1797,167474.956427578
1798,166278.634700675
1799,166447.382313613
1800,166827.487527129
1801,168136.036195573
1802,168606.607760411
1803,167005.953688843
1804,167376.565182556
1805,166387.48596661
1806,165067.496845978
1807,169408.016672521
1808,165645.812959661
1809,165233.132619642
1810,167793.734447313
1811,168036.434592377
1812,165754.525523525
1813,167650.531240123
1814,164711.825382745
1815,165384.657199044
1816,164988.8280136
1817,165362.959044874
1818,168158.73643003
1819,166116.565454687
1820,164516.977919145
1821,166275.264387813
1822,166698.378093202
1823,164565.728156531
1824,166406.082847035
1825,165783.515926418
1826,166708.399237263
1827,166684.291234642
1828,169505.630169309
1829,166290.506689455
1830,167337.542536256
1831,165769.995491145
1832,166384.417261933
1833,166830.450020876
1834,166829.398994944
1835,168611.450326601
1836,167658.479082697
1837,165677.251608488
1838,168498.075760335
1839,166905.453449881
1840,165993.235132452
1841,165850.133631603
1842,165957.352413485
1843,165726.968560668
1844,165218.565705778
1845,166872.431566582
1846,167449.08136087
1847,168195.372282936
1848,164711.972828032
1849,165570.096742394
1850,166691.056375913
1851,166785.102582301
1852,164955.286836879
1853,166373.328873152
1854,167212.383029873
1855,167355.603383919
1856,167753.652003558
1857,165923.422353978
1858,167226.823649782
1859,166726.924909547
1860,167689.940817765
1861,166756.918631421
1862,165672.79760682
1863,165502.779013269
1864,165503.121831184
1865,165922.178269951
1866,165817.867448831
1867,166676.06719044
1868,167010.2423238
1869,166231.956131586
1870,166399.709406588
1871,165769.39761359
1872,166724.618893724
1873,167455.209654341
1874,167220.721029454
1875,167018.441264249
1876,166561.932118609
1877,166329.564238194
1878,166240.878189429
1879,165854.713759548
1880,165721.381565932
1881,166681.348205921
1882,166496.246063609
1883,166985.077467184
1884,167205.157831559
1885,165651.658326019
1886,166003.416015859
1887,166270.712031679
1888,166370.099184349
1889,166051.442269671
1890,166022.981534684
1891,166129.416262143
1892,169484.747174921
1893,167232.54632812
1894,167030.363938318
1895,165939.689974522
1896,166305.591835824
1897,166837.317505003
1898,168510.541433519
1899,165525.487017635
1900,167089.851040141
1901,166565.991029944
1902,166475.69952463
1903,168723.487508806
1904,165930.626647516
1905,167375.204594566
1906,166964.041547434
1907,168454.488982118
1908,166026.192466944
1909,167337.215410142
1910,165259.831145202
1911,167631.248403971
1912,166438.824163479
1913,167035.177492945
1914,166000.620849273
1915,167535.266155623
1916,166133.186799109
1917,166520.17579267
1918,168526.973992994
1919,165590.687172462
1920,166670.056956495
1921,166500.791878537
1922,166535.344668348
1923,166329.337931434
1924,166319.880232051
1925,166612.708127245
1926,166872.048027852
1927,166891.721693732
1928,166208.396000288
1929,165682.094834232
1930,168157.267895285
1931,166335.974501029
1932,167809.081215017
1933,165166.087121898
1934,167100.593854578
1935,166594.466397444
1936,165705.233367969
1937,166913.341043037
1938,165933.995760284
1939,167323.211824536
1940,168504.649444424
1941,166558.068106348
1942,167279.726053907
1943,167139.550540447
1944,166220.438262951
1945,166201.651394637
1946,166273.592520644
1947,167857.369802421
1948,165822.841766729
1949,167004.464139277
1950,166199.361723514
1951,166190.533560109
1952,166631.003893075
1953,166475.273602537
1954,167738.989478931
1955,167720.360688704
1956,165980.994217841
1957,165965.477656871
1958,166918.023412117
1959,167210.997415653
1960,166768.136566231
1961,165937.867544127
1962,167969.109147248
1963,168480.536708419
1964,165865.259489743
1965,165978.839315197
1966,166607.406483723
1967,167415.568487714
1968,166335.830813071
1969,166148.473365065
1970,166004.932896391
1971,165953.478587889
1972,166953.975630785
1973,166350.517396192
1974,166927.236354264
1975,166661.869456637
1976,167013.137269855
1977,167962.916506213
1978,166430.539184192
1979,167279.358170646
1980,167748.6722383
1981,167872.096749164
1982,167474.572392688
1983,167412.199342588
1984,165409.318192447
1985,166215.59967129
1986,167021.555003432
1987,165263.298859882
1988,166623.21424876
1989,166144.988248346
1990,165978.943372656
1991,167575.345497902
1992,166659.110749237
1993,167308.960566433
1994,165703.835570054
1995,166301.813999781
1996,166397.730601418
1997,167210.480356866
1998,166782.553847631
1999,166657.010218647
2000,166430.022331904
2001,166483.245018253
2002,166567.173679719
2003,166962.363305708
2004,167179.784490735
2005,166408.303295092
2006,166253.337060177
2007,166272.881153498
2008,166262.488387113
2009,166755.709391792
2010,167166.680319124
2011,167311.899259304
2012,167151.311156064
2013,166589.806409913
2014,166416.474358778
2015,167178.248501878
2016,166773.09516456
2017,166920.163243157
2018,166558.6274181
2019,166782.122215675
2020,168692.282479995
2021,166452.946228468
2022,166532.04685398
2023,166899.605120074
2024,167052.777957283
2025,166467.734917513
2026,166339.052392473
2027,166271.945089701
2028,166847.006459058
2029,165745.0126521
2030,167154.572800327
2031,167158.594810861
2032,167353.443799032
2033,167102.275833742
2034,165893.940174377
2035,166681.557169796
2036,165982.74328223
2037,166083.969747234
2038,166797.373226707
2039,168088.471076603
2040,165043.498828994
2041,166270.909080063
2042,166848.871128494
2043,167031.473857809
2044,165713.203724087
2045,166611.793547567
2046,167286.329630022
2047,168606.138116309
2048,167007.340858708
2049,167283.548676618
2050,167629.675046928
2051,165596.431159803
2052,166524.90930806
2053,166874.987121923
2054,166914.438488484
2055,166284.082183055
2056,166092.527219533
2057,168658.036387703
2058,167220.450648475
2059,165319.944050222
2060,166944.821132733
2061,168508.609292653
2062,166567.747491485
2063,167343.146032753
2064,165467.975004998
2065,165624.187793651
2066,166619.288332064
2067,165585.734526893
2068,168086.452805507
2069,165524.503545286
2070,165274.041859442
2071,165884.279825972
2072,165357.17407631
2073,165628.022423231
2074,166998.93584068
2075,165852.176104007
2076,167325.282547286
2077,167313.634596484
2078,165915.933086289
2079,166925.549336128
2080,167663.166693247
2081,167347.906310742
2082,166814.360679581
2083,167057.136698651
2084,166293.527328773
2085,166840.417572719
2086,167766.765719876
2087,166670.27284554
2088,167624.940267384
2089,165448.126468194
2090,165941.03593178
2091,167816.62655191
2092,167661.328330454
2093,166886.921529474
2094,166016.77816025
2095,167426.773286375
2096,165649.500261308
2097,165867.030051644
2098,166833.114503742
2099,167610.231325702
2100,165766.249811381
2101,168209.231552462
2102,166376.423073682
2103,166027.497833262
2104,167742.449117289
2105,165861.026603874
2106,166014.70417334
2107,166931.825624766
2108,165965.224583869
2109,167043.251269712
2110,168329.96317855
2111,166971.975147596
2112,165336.61166164
2113,166448.476776593
2114,167926.133338047
2115,167127.370822275
2116,166874.149126356
2117,166759.906605495
2118,168706.436134102
2119,167274.804677167
2120,166329.449726743
2121,166975.006738187
2122,166303.394692398
2123,165249.725435078
2124,166102.993285492
2125,168607.646791251
2126,167193.449876963
2127,168260.913693272
2128,163763.639339709
2129,164910.001471506
2130,167226.551881836
2131,166188.252415704
2132,166740.271117095
2133,166008.073602516
2134,166371.44900592
2135,164027.94092092
2136,167773.59583671
2137,166564.234016907
2138,167218.141695374
2139,167723.993143048
2140,167274.70468233
2141,164659.152310603
2142,166509.327792276
2143,168196.526565692
2144,165286.473819772
2145,165351.121882455
2146,164812.441762095
2147,165856.898022732
2148,164803.533825946
2149,166934.259423536
2150,165058.836523406
2151,166306.929315006
2152,166623.877974703
2153,167421.917499429
2154,167604.959272926
2155,166185.076723345
2156,167467.073086289
2157,166693.768996398
2158,166651.830478872
2159,167332.231950177
2160,166310.945840461
2161,166754.132821295
2162,165992.247351638
2163,166905.444413868
2164,166775.405940681
2165,166705.096037001
2166,166147.946708875
2167,165644.066807954
2168,166804.580959865
2169,167068.864526604
2170,167555.93668021
2171,167112.260967829
2172,166468.376530338
2173,165557.684170385
2174,167068.916588842
2175,166594.81764427
2176,165640.326679372
2177,165771.255633396
2178,167474.536605364
2179,167309.137000442
2180,165584.281525488
2181,166859.35749104
2182,166282.540795247
2183,166280.196859585
2184,166286.824647249
2185,165395.454897916
2186,165921.025367482
2187,167527.021500924
2188,167443.673140169
2189,167020.92077973
2190,165795.874486744
2191,166646.473993413
2192,168872.434905993
2193,166773.590219087
2194,165930.369147752
2195,166500.957573048
2196,168213.563577287
2197,166481.454837796
2198,164617.462116646
2199,165748.996050962
2200,165856.714546299
2201,167096.825978219
2202,166549.574018194
2203,166235.400331279
2204,166933.140978529
2205,167660.491330665
2206,167264.209408767
2207,169437.50803607
2208,166268.328157566
2209,166911.236952461
2210,165362.119496138
2211,164372.231399981
2212,166461.577506919
2213,167081.333885994
2214,167200.855298977
2215,167126.402267873
2216,167240.202240313
2217,166428.086302195
2218,166725.247602111
2219,167025.198323117
2220,166605.115331495
2221,167554.6255101
2222,167327.858866022
2223,166340.916169245
2224,167441.783645935
2225,165818.237337698
2226,167489.666653751
2227,167037.099034789
2228,166483.872692897
2229,167899.110916747
2230,166229.471049683
2231,167669.00612005
2232,166050.482601467
2233,166192.538617861
2234,166826.575528842
2235,166658.347323833
2236,167174.867170762
2237,166580.024035333
2238,166089.887958672
2239,166450.330995741
2240,166679.894402316
2241,166959.06951293
2242,166906.758849411
2243,167249.595710993
2244,165703.571810153
2245,163903.730602321
2246,167491.513779605
2247,166134.37938491
2248,165699.270298601
2249,166442.297505844
2250,166674.047500379
2251,165551.719655776
2252,166072.663808173
2253,166598.286803548
2254,168191.308364006
2255,167327.991433099
2256,167108.881338377
2257,166542.378025416
2258,166405.095910158
2259,166955.529954875
2260,165043.99980628
2261,166449.678747809
2262,167422.182153237
2263,166804.79876976
2264,167236.125015775
2265,165566.853889988
2266,167269.62495003
2267,167157.853308734
2268,166679.710486265
2269,165869.740316396
2270,167407.036757826
2271,166839.294624545
2272,167809.088509878
2273,166853.560187229
2274,166052.259687979
2275,167247.017669164
2276,166623.397288011
2277,167093.703969798
2278,166802.256731215
2279,167147.690257262
2280,166321.718197904
2281,167385.8654827
2282,166375.314608714
2283,166725.647516863
2284,166457.480422304
2285,165948.832042356
2286,167054.119267405
2287,166212.972368348
2288,167847.139179355
2289,165889.943572985
2290,167406.726524737
2291,166706.514691424
2292,165940.212867798
2293,166530.232631254
2294,166089.920921861
2295,166994.690156559
2296,168809.483613475
2297,165896.363424088
2298,166793.78973372
2299,167014.093235384
2300,167886.450306832
2301,167778.083848745
2302,166980.520123409
2303,166968.335048705
2304,167157.90212725
2305,167338.630339034
2306,167428.549617212
2307,168195.901347534
2308,167636.457936724
2309,167821.528804408
2310,167255.966932701
2311,167546.675719504
2312,167043.743035029
2313,167046.326797074
2314,166892.166112051
2315,166699.694169865
2316,165506.365184605
2317,166470.735509209
2318,167045.864319991
2319,167251.730271869
2320,166335.63532985
2321,166427.460506592
2322,166185.3912716
2323,166674.255174148
2324,165538.46292402
2325,166418.310963595
2326,166235.120872311
2327,166016.27493007
2328,165816.854060372
2329,166519.627514413
2330,167082.900241772
2331,167404.905991
2332,165650.990595736
2333,166884.139265993
2334,165920.416352885
2335,167031.567798032
2336,167186.646445022
2337,166529.877094929
2338,166418.192993572
2339,166585.5513275
2340,166567.304093045
2341,165938.414054859
2342,166505.556964353
2343,166525.302086761
2344,166368.155083245
2345,166788.809789641
2346,166105.784310431
2347,166305.807730677
2348,166691.234666311
2349,166240.870795979
2350,166816.838969854
2351,167145.598052895
2352,166276.313594091
2353,165130.245436733
2354,167117.955616731
2355,167551.833287681
2356,166985.835885627
2357,166690.94124134
2358,167331.774355721
2359,167500.824982393
2360,168091.750379106
2361,166003.486301861
2362,167274.355388924
2363,165643.753160236
2364,166653.532437423
2365,166628.690844178
2366,167311.700083245
2367,167256.954374247
2368,167030.375277327
2369,167076.07765106
2370,165542.794091696
2371,165327.869536413
2372,167082.084361835
2373,167282.609060682
2374,167939.006743697
2375,167781.010757436
2376,166325.081282385
2377,166264.369572978
2378,166316.974917191
2379,167062.525156597
2380,167865.747641566
2381,166947.461650429
2382,166707.739217717
2383,166680.231143889
2384,166796.497955224
2385,166799.926234446
2386,166471.889302684
2387,166925.319843165
2388,166222.641336368
2389,165350.093496973
2390,165965.818739859
2391,166788.5718699
2392,166601.439503538
2393,166491.419984697
2394,166293.837171501
2395,167138.511260093
2396,166342.695446555
2397,167435.397117226
2398,169345.370182723
2399,167238.686277672
2400,169974.331728475
2401,165081.955310014
2402,166755.590739334
2403,166718.541779544
2404,166438.539842244
2405,167869.323202825
2406,166904.177497264
2407,166870.128921915
2408,166291.051658048
2409,166397.042823886
2410,166148.04484051
2411,167037.475642666
2412,166875.422364925
2413,166374.479780946
2414,167319.738538675
2415,167297.558501402
2416,165774.447807729
2417,166347.664451025
2418,166134.312992879
2419,167217.532476851
2420,166409.315939234
2421,166538.390066212
2422,167332.822456907
2423,166802.676844139
2424,168748.82914276
2425,164534.056511002
2426,166049.201968155
2427,166064.992379375
2428,167274.481659459
2429,166256.73136365
2430,167220.239844823
2431,167651.089819965
2432,166615.707374834
2433,166397.747232682
2434,167190.033610858
2435,166600.126047442
2436,166083.276851377
2437,167147.416956231
2438,167645.681882466
2439,166517.058022266
2440,166320.553763074
2441,169353.757084852
2442,165464.514606784
2443,164912.288595495
2444,166384.198178758
2445,168758.908548728
2446,164809.287036046
2447,167875.241215429
2448,167760.411372892
2449,166181.288113657
2450,164623.147460099
2451,167299.573348051
2452,165727.825788919
2453,166199.086886943
2454,167380.096967642
2455,169537.627031662
2456,167634.638553569
2457,167108.225093226
2458,166543.873976468
2459,167229.045497041
2460,168757.325222982
2461,166541.907512658
2462,167107.010155646
2463,168053.12115226
2464,167252.258005089
2465,165531.954978075
2466,167136.895113789
2467,167863.398508409
2468,166964.026211996
2469,165761.729980849
2470,166809.171574251
2471,169061.947530395
2472,166791.248570192
2473,166392.333347428
2474,165099.395152163
2475,166657.291546293
2476,168898.998776663
2477,168563.901986495
2478,167167.708014224
2479,163985.216585294
2480,167265.995973743
2481,165065.701741635
2482,166559.478183448
2483,166079.802442462
2484,167694.013719216
2485,166227.00710362
2486,166774.798522601
2487,166266.670557896
2488,166870.009857308
2489,166409.121616446
2490,166250.541739412
2491,166061.753967759
2492,165180.376433661
2493,167385.801940881
2494,164683.935818741
2495,165360.574596893
2496,167904.92268102
2497,166375.86741215
2498,166569.659710794
2499,165493.720483023
2500,168371.989852757
2501,166900.689856562
2502,169634.501740421
2503,165613.764575387
2504,165019.749355716
2505,167729.396710436
2506,166752.709160678
2507,166771.370149433
2508,166723.334002032
2509,166420.468180079
2510,166420.379382276
2511,166288.789380574
2512,166338.418229446
2513,166119.289555044
2514,167603.325832691
2515,167062.919474356
2516,167000.1394566
2517,166680.324603739
2518,167053.386173242
2519,165835.538639963
2520,166282.575140656
2521,166991.005990102
2522,166866.538107744
2523,166023.854578655
2524,167063.786925087
2525,167885.9240138
2526,167016.942415008
2527,165256.132437967
2528,165847.607391601
2529,167749.840794264
2530,167001.129592735
2531,165954.634628455
2532,166749.336741258
2533,167145.611174488
2534,165656.802240634
2535,167902.938580027
2536,167154.388811776
2537,165395.455877195
2538,167036.528909783
2539,166036.94904817
2540,165971.380366546
2541,167201.453380654
2542,167096.561522719
2543,167023.715314169
2544,164497.375927181
2545,165650.001540335
2546,164291.891627247
2547,167321.262396638
2548,166285.32605413
2549,165991.275650711
2550,168004.699815911
2551,166351.355240876
2552,166198.439813552
2553,165851.022507321
